,T1001,T1001.001,T1001.002,T1001.003,T1003,T1003.001,T1003.002,T1003.004,T1003.005,T1005,T1007,T1008,T1010,T1011.001,T1012,T1014,T1016,T1016.001,T1018,T1020,T1021,T1021.001,T1021.002,T1021.003,T1021.004,T1021.005,T1021.006,T1025,T1027,T1027.001,T1027.002,T1027.003,T1027.004,T1027.005,T1027.006,T1029,T1030,T1033,T1036,T1036.001,T1036.003,T1036.004,T1036.005,T1036.006,T1036.007,T1037.001,T1037.004,T1037.005,T1039,T1040,T1041,T1046,T1047,T1048,T1048.003,T1049,T1052.001,T1053,T1053.002,T1053.003,T1053.005,T1055,T1055.001,T1055.002,T1055.003,T1055.004,T1055.005,T1055.011,T1055.012,T1055.013,T1055.015,T1056,T1056.001,T1056.002,T1056.004,T1057,T1059,T1059.001,T1059.002,T1059.003,T1059.004,T1059.005,T1059.006,T1059.007,T1068,T1069,T1069.001,T1069.002,T1070,T1070.001,T1070.002,T1070.003,T1070.004,T1070.005,T1070.006,T1071,T1071.001,T1071.002,T1071.003,T1071.004,T1072,T1074,T1074.001,T1078,T1078.001,T1078.002,T1078.003,T1080,T1082,T1083,T1087,T1087.001,T1087.002,T1087.003,T1090,T1090.001,T1090.002,T1090.003,T1090.004,T1091,T1092,T1095,T1098,T1098.004,T1102,T1102.001,T1102.002,T1102.003,T1104,T1105,T1106,T1110,T1110.001,T1110.002,T1110.003,T1110.004,T1111,T1112,T1113,T1114.001,T1114.002,T1115,T1119,T1120,T1123,T1124,T1125,T1127.001,T1129,T1132,T1132.001,T1132.002,T1133,T1134,T1134.001,T1134.002,T1134.003,T1134.004,T1135,T1136.001,T1137.001,T1137.006,T1140,T1176,T1185,T1187,T1189,T1190,T1195.001,T1195.002,T1197,T1201,T1202,T1203,T1204.001,T1204.002,T1205,T1210,T1213,T1217,T1218.001,T1218.002,T1218.004,T1218.005,T1218.007,T1218.009,T1218.010,T1218.011,T1218.012,T1219,T1220,T1221,T1222.001,T1222.002,T1480,T1480.001,T1482,T1484.001,T1485,T1486,T1489,T1490,T1491.001,T1495,T1496,T1497,T1497.001,T1497.002,T1497.003,T1498,T1499,T1499.004,T1505.001,T1505.002,T1505.003,T1505.004,T1518,T1518.001,T1529,T1531,T1539,T1542.001,T1542.002,T1542.003,T1543,T1543.001,T1543.002,T1543.003,T1543.004,T1546.002,T1546.003,T1546.004,T1546.009,T1546.010,T1546.011,T1546.012,T1546.015,T1547,T1547.001,T1547.002,T1547.004,T1547.006,T1547.008,T1547.009,T1547.012,T1547.013,T1547.014,T1547.015,T1548.001,T1548.002,T1548.003,T1548.004,T1550,T1550.002,T1550.003,T1552,T1552.001,T1552.002,T1552.003,T1552.004,T1552.005,T1553.001,T1553.002,T1553.004,T1553.006,T1554,T1555,T1555.001,T1555.002,T1555.003,T1555.004,T1555.005,T1556,T1556.001,T1556.002,T1556.003,T1556.004,T1557,T1559,T1559.001,T1559.002,T1560,T1560.001,T1560.002,T1560.003,T1561.001,T1561.002,T1562,T1562.001,T1562.004,T1562.006,T1562.009,T1563.002,T1564,T1564.001,T1564.002,T1564.003,T1564.004,T1564.005,T1564.006,T1564.009,T1564.010,T1565.001,T1565.002,T1566,T1566.001,T1566.002,T1567,T1567.002,T1568,T1568.001,T1568.002,T1569.001,T1569.002,T1570,T1571,T1572,T1573,T1573.001,T1573.002,T1574,T1574.001,T1574.002,T1574.006,T1574.010,T1574.013,T1588.003,T1598.002,T1598.003,T1601.001,T1609,T1610,T1611,T1613,T1614,T1614.001,T1615,T1620,T1622,T1647
Doc243,0,0,0,0,0,0,0,0,0,0.28387229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281630195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189378112,0,0.476133265,0,0,0,0.339221966,0,0,0,0,0,0.174329748,0.197543319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165127584,0,0,0,0,0,0,0,0,0.265228305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383881182,0,0,0,0,0,0,0,0,0,0,0.307953989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230726332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doc244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299634172,0,0,0,0,0,0,0.209641737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440674115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282183747,0,0,0,0,0,0.458650267,0,0.458650267,0,0,0,0.33387077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245476142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doc245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154518873,0,0,0,0,0,0,0,0,0.201670181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274559924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229229261,0,0,0,0,0,0,0.160382309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154141869,0,0,0,0,0,0,0,0,0,0,0,0.141893447,0.160787833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134403465,0,0,0,0,0,0,0,0,0.215879154,0,0,0,0.334009921,0,0.350881412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250655173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34036603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367267879,0,0,0,0,0,0,0,0,0,0,0,0.314871297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doc246,0,0,0,0,0,0,0,0,0,0.218285208,0,0,0,0,0,0,0.174829338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190525081,0,0,0,0,0.221847466,0,0,0,0,0,0,0,0.228485073,0,0.259386646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145623374,0,0,0,0,0,0.260846655,0,0,0,0,0,0.134051848,0.151902055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126975792,0,0,0,0,0,0,0,0,0.20394881,0,0,0,0,0,0,0,0,0,0,0,0.241305699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260846655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177418322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346971189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290806636,0,0,0.407516718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doc247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139265691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266927973,0,0,0,0,0,0,0,0.311667577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188632694,0,0,0,0.212659115,0,0.269930636,0,0,0,0,0,0,0,0,0,0,0,0,0.116000782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30088497,0,0,0,0.101146477,0,0,0.324619988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306051375,0,0,0,0,0,0,0,0,0,0.324619988,0,0,0.291648439,0,0,0,0,0,0,0,0,0,0,0,0.283569709,0.233372297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141328027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doc248,0,0,0,0,0,0.346168842,0,0,0,0,0.268860271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135946806,0,0.240224179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410105505,0,0,0,0,0,0,0,0,0.201677538,0,0,0,0,0,0,0.141105499,0,0,0,0,0,0,0,0,0,0,0,0,0.156011086,0,0,0,0.135615116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346168842,0,0,0,0,0,0,0,0,0,0,0,0.118249127,0,0,0,0,0,0,0,0.196312677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248617208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21096359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281466087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186607275,0.259757745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doc249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435594348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230248374,0,0.405680205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396382904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320332481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344239054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463070178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doc250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248387955,0,0.18167913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197989831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348221026,0,0,0,0,0,0,0.169382835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174088137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139303984,0.15785356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131950689,0,0,0,0,0,0,0,0,0.2119395,0,0,0,0,0,0,0.272611649,0,0,0,0,0,0,0,0,0,0.433400859,0,0,0,0,0,0,0.177042932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39925948,0,0,0,0,0,0,0,0,0,0,0,0,0.287963671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208229516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doc251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256354567,0,0,0,0,0,0,0,0,0,0,0,0,0.503386603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28623829,0,0,0,0.266082303,0,0,0,0,0,0,0,0,0,0,0,0,0.294189731,0,0,0,0.255729099,0,0,0,0,0,0,0,0,0,0,0,0,0.266755088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222982095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397813537,0,0,0,0,0,0,0,0,0,0,0.311564185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doc252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273804028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255272592,0,0,0,0.23729711,0,0,0,0,0,0,0,0,0,0,0,0,0.262363834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209941515,0.237897112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653167487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455438598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doc253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238594233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465241622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247648028,0,0,0,0,0,0,0,0,0,0,0,0,0.273808164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248274202,0,0,0,0,0.52056464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207533818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278455504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370252876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doc254,0,0,0,0,0,0,0,0,0,0,0,0.26258049,0,0,0.218952376,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133721691,0,0,0,0.416925794,0,0,0,0,0.174526756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260747695,0,0,0,0,0,0,0,0,0,0,0.198376573,0,0,0.149309874,0,0,0,0.138795949,0,0,0,0,0,0,0,0,0,0,0,0,0.153457567,0,0,0,0.133395429,0,0,0,0,0,0,0,0,0,0,0,0.122795561,0.139146892,0,0,0,0,0.291753841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116313679,0,0,0,0,0,0,0,0.19309952,0.186823299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1560622,0,0,0,0,0,0,0,0,0,0,0,0,0.238943452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162520567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351944651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183552972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doc255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231705873,0,0,0,0,0.500602941,0.449102094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25250785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316783484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200811999,0,0,0,0,0,0,0,0,0,0,0,0,0.222024642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177662405,0.201319749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279379196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300229406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doc256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246011225,0,0,0,0,0,0,0,0,0,0,0,0,0.295026211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210465752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472751154,0,0,0,0,0,0,0,0,0,0.173091434,0.196140112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163954635,0,0,0,0,0,0,0,0,0.263344313,0,0,0,0,0,0,0.338732173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552490817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doc257,0,0,0,0,0,0,0,0,0,0.171882351,0,0,0,0,0,0,0.137664287,0,0,0,0,0,0,0,0,0,0,0,0.114947354,0,0.203117192,0,0,0,0,0,0,0,0,0,0,0.225714558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186463623,0,0,0.248471632,0.210213766,0,0,0,0,0,0,0,0,0,0,0.131912341,0,0.24197755,0,0.114666899,0,0,0,0,0,0,0,0,0,0,0,0.105555237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099983402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320887211,0,0,0,0,0,0,0,0,0,0,0,0,0.232436917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280308965,0,0,0.320887211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372627315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250792011,0,0,0,0,0,0,0,0,0,0.234234315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doc258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195263408,0,0,0,0,0,0,0,0,0,0,0,0.163041646,0,0,0,0,0,0,0,0,0.212793671,0,0,0,0,0.24777702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445612299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187104831,0,0,0,0.162643848,0.436986831,0,0,0,0,0.291334438,0,0,0,0,0,0.149719842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141816735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292995015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190280557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29816779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198154993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
