TTP,weight
T1105,0.04210836277974087
T1082,0.03857479387514723
T1071.001,0.033421672555948176
T1027,0.03327444051825677
T1059.003,0.031065959952885747
T1083,0.030918727915194347
T1057,0.026943462897526502
T1070.004,0.025471142520612486
T1140,0.024587750294464077
T1016,0.02326266195524146
T1547.001,0.022526501766784453
T1033,0.019140164899882215
T1573.001,0.01693168433451119
T1106,0.016342756183745585
T1113,0.016195524146054182
T1112,0.014870435806831566
T1056.001,0.013839811542991754
T1005,0.013545347467608953
T1036.005,0.012956419316843345
T1543.003,0.012220259128386337
T1041,0.011925795053003533
T1518.001,0.01074793875147232
T1059.001,0.01074793875147232
T1053.005,0.010453474676089517
T1012,0.010453474676089517
T1132.001,0.010159010600706713
T1027.002,0.008244994110718492
T1047,0.008097762073027091
T1074.001,0.007950530035335688
T1204.002,0.007950530035335688
T1124,0.007803297997644287
T1562.001,0.0076560659599528855
T1059.005,0.007361601884570083
T1218.011,0.007361601884570083
T1095,0.007067137809187279
T1049,0.0066254416961130744
T1555.003,0.006478209658421673
T1573.002,0.006330977620730271
T1055.001,0.005889281507656066
T1055,0.005889281507656066
T1008,0.005742049469964664
T1036.004,0.005742049469964664
T1007,0.0055948174322732625
T1566.001,0.005447585394581861
T1486,0.00530035335689046
T1497.001,0.005153121319199058
T1564.001,0.005005889281507656
T1497.003,0.004858657243816254
T1569.002,0.004858657243816254
T1018,0.004711425206124852
T1120,0.004711425206124852
T1553.002,0.004711425206124852
T1560,0.0045641931684334515
T1087.001,0.00441696113074205
T1070.006,0.00441696113074205
T1135,0.004269729093050648
T1490,0.004269729093050648
T1548.002,0.004269729093050648
T1059.004,0.003975265017667844
T1119,0.003975265017667844
T1115,0.003975265017667844
T1102.002,0.003975265017667844
T1090,0.0038280329799764428
T1071.004,0.0038280329799764428
T1574.002,0.0038280329799764428
T1560.003,0.0038280329799764428
T1547.009,0.0036808009422850414
T1010,0.0036808009422850414
T1489,0.0036808009422850414
T1070,0.0035335689045936395
T1036,0.003386336866902238
T1027.001,0.003386336866902238
T1123,0.0032391048292108363
T1518,0.0032391048292108363
T1125,0.0032391048292108363
T1055.012,0.0030918727915194345
T1571,0.0030918727915194345
T1046,0.0030918727915194345
T1021.002,0.002944640753828033
T1059.007,0.002944640753828033
T1014,0.0027974087161366313
T1204.001,0.0027974087161366313
T1574.001,0.00265017667844523
T1025,0.00265017667844523
T1614.001,0.00265017667844523
T1560.001,0.00265017667844523
T1568.002,0.00265017667844523
T1059.006,0.002502944640753828
T1027.003,0.002502944640753828
T1564.003,0.002502944640753828
T1091,0.002355712603062426
T1566.002,0.002355712603062426
T1543.001,0.002355712603062426
T1485,0.002355712603062426
T1562.004,0.002355712603062426
